review,sentiment,cleaned_review
"Like most, I thought 'another crocodile movie'. So far we've had Primeval and Rogue in the last 12 months, what can they do that's new? Where both those films were about action and violence, this one's about fear and tension.<br /><br />The performances aren't Oscar-worthy when there's nothing going on, but in times of distress or terror, these people suffer so much it's like torture. There are holes in the plot and maybe crocs don't really behave like this as others have pointed out, but the fear is so effective it's a stretch to say you'll enjoy this movie. It'll leave you feeling as uncomfortable as The Passion of the Christ.",positive,like thought anoth crocodil far weve primev rogu last month that new film action violenc one fear tension perform arent oscarworthi there noth go time distress terror peopl suffer much like tortur hole plot mayb croc dont realli behav like other point fear effect stretch say youll enjoy itll leav feel uncomfort passion christ
"There are a couple of prior comments here which opine about this flick's abundance of clichés throughout -- and I agree completely, both with regard to the characters AND the dialog.<br /><br />I'd read about Elizabeth Berkly's awful performance in the equally-awful ""Showgirls,"" which I've never seen - and her performance here, while not awful, is barely up to the standards of Lifetime's worse fare. There was not a hint of depth to her character, but then there probably shouldn't have been. If so, it would have placed the film completely out-of-balance, since there wasn't a hint of depth or charisma - not a trace - in any one character, performer, or portrayal.<br /><br />The principal's handling of Liz's initial complaint after her tutee had kissed her in the hall was laughable. Her husband's initial reaction and advice were likewise (Forrest Gump, attacking Jenny's boyfriend in his car provided a more realistic, intelligent action, and, hell, he was mentally-challenged).<br /><br />The smarmy, unctuous lawyer (excuse the redundancy) father of the lying student actually performed something probably worthy of praise in his performance: he was both laughable and thoroughly annoying at the same time, no mean feat. Her attorney was more of an insensitive nerd, also not unknown in the profession.<br /><br />Finally (and frankly, I rather enjoyed this part), the police were such a collection of insensitive oafs, that you'd rather depend upon Barney Fife, without Andy, to handle all law enforcement and investigation in your community. I know that most real-like cops fall a bit short of the sharpness, intelligence and empathy of the level displayed by most characters on the ""Law and Order"" series', and the like -- but dolts of this level seem to be a staple on ""Lifetime.""<br /><br />Finally, I found a kind of ""story within a story"" fascination with Josh's concoction of his being the ""victim"" of his teacher. This scripted performance within the story was even worse than his overall performance in the main story. This was something of an achievement, like going from ""F"" to ""F-minus.""<br /><br />This whole lame situation should have been resolved - in real life - in about 15 minutes, following a realistic meeting between teacher and school authorities, with husband involved. But then that would have precluded the contrived drama following, and left an hour's blank film in the camera. <br /><br />But the writer(s) here, proved with their ending, they could do even worse. When the situation was finally ""resolved"" and ""righted,"" this was accomplished in all of about 45 seconds, with no indication of what measures might have been forthcoming in any ""real world"" context for the perpetrator and his parents, or whether they might have been able to find some sort of path toward redemption.<br /><br />This one's a 2* presentation; the second ""*"" because it does have some mild ""fascination.""",negative,coupl prior comment opin flick abund clich throughout agre complet regard charact dialog read elizabeth berkli aw perform equallyaw showgirl ive never seen perform aw bare standard lifetim wors fare hint depth charact probabl shouldnt place complet outofbal sinc wasnt hint depth charisma trace charact perform portray princip handl liz initi complaint tute kiss hall laughabl husband initi reaction advic likewis forrest gump attack jenni boyfriend car provid realist intellig action hell mentallychalleng smarmi unctuou lawyer excus redund father lie student actual perform someth probabl worthi prais perform laughabl thoroughli annoy time mean feat attorney insensit nerd also unknown profess final frankli rather enjoy part polic collect insensit oaf youd rather depend upon barney fife without andi handl law enforc investig commun know reallik cop fall bit short sharp intellig empathi level display charact law order seri like dolt level seem stapl lifetim final found kind stori within stori fascin josh concoct victim teacher script perform within stori even wors overal perform main stori someth achiev like go fminu whole lame situat resolv real life minut follow realist meet teacher school author husband involv preclud contriv drama follow left hour blank camera writer prove end could even wors situat final resolv right accomplish second indic measur might forthcom real world context perpetr parent whether might abl find sort path toward redempt one present second mild fascin
"If you haven't seen this yet, you really should, on DVD. I can't believe how much I enjoyed it! It is amazingly realistic and believable. True, much of it is speculated, and I would have liked to have known more about what was speculative and what were proven facts (there aren't many of them), but it handles everything quite well with a ""Cruel Mother Nature"" theme. It will remind you of the nature programs that you've seen on Animal Planet and the Discovery Channel, only the animals here are Dinosaurs. They act natural; they eat, kill, mate, play, and fight for survival. You will actually find yourself rooting for some of them and against others.<br /><br />For the most part, the effects are excellent. At times they will look a little too much like CGI's, but then you will see them in a different angle that makes them look more realistic. In some cases, you will actually be convinced that you've seen a dinosaur. My favorites were the Coelophysis, the raptors, the diplodocus, the iguanadons, the allosaurus and the arctic bipeds. I was most disappointed with the T-Rex, however, which looked a little too computer generated at times.<br /><br />In any case, you should definitely see this production. It is educational, well made, and very entertaining. For what it is, its an A!",positive,havent seen yet realli dvd cant believ much enjoy amazingli realist believ true much specul like known specul proven fact arent mani handl everyth quit well cruel mother natur theme remind natur program youv seen anim planet discoveri channel anim dinosaur act natur eat kill mate play fight surviv actual find root other part effect excel time look littl much like cgi see differ angl make look realist case actual convinc youv seen dinosaur favorit coelophysi raptor diplodocu iguanadon allosauru arctic bipe disappoint trex howev look littl comput gener time case definit see product educ well made entertain
"Why is it that Canada can turn out decent to good movies in every genre, other then action? I caught Dragon Hunt on TV the other day and it was like a train wreck. I just could not change the channel, it's sheer stupidity sapped my willpower. Its pretty telling that the cast IMDb ""credits"" with this monstrosity apparently never worked again.<br /><br />Bad acting, bad writing, bad narration, bad music, bad hair, bad cinematography. It just goes on and on. The movie really has nothing to recommend it. If you're looking for bad action films to enjoy by laughing out, there are a tonne of other films that won't require you to scorch out your retinas afterwards.<br /><br />I hope this film didn't get money from the government for financing, otherwise I'm never paying taxes again.",negative,canada turn decent good movi everi genr action caught dragon hunt day like train wreck could chang channel sheer stupid sap willpow pretti tell cast imdb credit monstros appar never work bad act bad write bad narrat bad music bad hair bad cinematographi goe realli noth recommend your look bad action film enjoy laugh tonn film wont requir scorch retina afterward hope didnt money govern financ otherwis never pay tax
"Ab Tak Chhappan is a fictitious story surrounding a police department in Mumbai, India. Sadhu Agashe is a hard working, hard-edged cop heading up a plain clothed crime squad who makes a name for himself by killing dangerous criminals in staged police encounters rather than locking them up in prison. His loyal officers obey him without question but a rift forms when one of his officers, Imtiaz, becomes frustrated by Sadhu's high ranking status and is secretly competing with him for criminal kills and status. A new recruit is also pushed into the fraternity and Imtiaz is angry when Sadhu allows him to take the lead on his first case. Further change comes in the form of a new police commissioner who disapproves of Sadhu's tactics and everyone gets caught up in internal politics.<br /><br />I was surprised to see such a well directed action thriller coming from India. The camera work is excellent, the story is well told and the tension is high when the drama unfolds. The acting, pace and political subterfuge convinces the viewer that they are a fly on the wall witnessing the blood, sweat and tears from a close up and personal view and that the events are based on reality which is no doubt why we are told that it is not at the beginning of the film although it is likely that the director, Shimit Amin, has taken liberties with factual accounts. Nevertheless, Ab Tak Chhappan is an extremely polished piece of film-making.",positive,tak chhappan fictiti stori surround polic depart mumbai india sadhu agash hard work hardedg cop head plain cloth crime squad make name kill danger crimin stage polic encount rather lock prison loyal offic obey without question rift form offic imtiaz becom frustrat sadhu high rank statu secretli compet crimin kill statu new recruit also push fratern imtiaz angri sadhu allow take lead first case chang come form new polic commission disapprov sadhu tactic everyon get caught intern polit surpris see well direct action thriller come india camera work excel stori well told tension high drama unfold act pace polit subterfug convinc viewer fli wall wit blood sweat tear close person view event base realiti doubt told begin although like director shimit amin taken liberti factual account nevertheless tak chhappan extrem polish piec filmmak
"Let's keep it simple: My two kids were glued to this movie. It has its flaws from an adult perspective, but buy some jelly-worms and just enjoy it. <br /><br />And the Pepsi girl was excellent!<br /><br />And Kimberly Williams was pretty gosh-darned hot, although she's not in the film very much, so don't get too excited there.<br /><br />Not that's it's really a bad thing, but it is the kind of movie you watch just once. Don't buy the DVD.<br /><br />Enjoy!<br /><br />Did I mention Kimberly Williams? (That was for the dads.)",positive,let keep simpl two kid glu flaw adult perspect buy jellyworm enjoy pepsi girl excel kimberli william pretti goshdarn hot although she much dont excit that realli bad thing kind watch dont buy dvd enjoy mention kimberli william dad
"It was 1 a.m. in the morning and I had nothing else to do. Don't judge me... please.<br /><br />We're back in time during the Spanish settlements. A group have made their way onto an island. It doesn't take too long before they encounter a large ""reptile"", which gobbles up their horse. Soon they're captured by the natives and in order to gain freedom they must kill the ""reptile gods."" THE CG sucks; it reminds me of the CG of early console video games. The encounters were lame. The only positive thing I have to say about this was the hottie native running around in a skimpy outfit. Otherwise it's just a middling effort.",negative,morn noth els dont judg pleas back time spanish settlement group made way onto island doesnt take long encount larg reptil gobbl hors soon theyr captur nativ order gain freedom must kill reptil god suck remind earli consol video game encount lame posit thing say hotti nativ run around skimpi outfit otherwis middl effort
"Lackawanna Blues is and excellent movie. The casting was perfect. Every actor and actress was perfectly suited for the role they played. Their chemistry together was amazing. The acting was superb. I felt as if i knew the characters. I could almost 'feel' them. They reminded me of people that I knew as a child growing up in the 50's and 60's. Oh, the memories!! My personal belief is that this movie should have been on the big screen for all to see. I have watched this movie so many times, that I can almost recite the lines as the characters are saying them. I can't even list my favorite part, because I have SO MANY favorite parts. Thank you for bringing back a part of my youth that I never see in this day and age...and that is Black people loving each other, looking out for each other, respecting each other, caring about each other, and doing all we can to help each other. Gotta go now. I have to go watch it again.",positive,lackawanna blue excel cast perfect everi actor actress perfectli suit role play chemistri togeth amaz act superb felt knew charact could almost feel remind peopl knew child grow memori person belief big screen see watch mani time almost recit line charact say cant even list favorit part mani favorit part thank bring back part youth never see day ageand black peopl love look respect care help gotta watch
"Saturday June 3, 6:30pm The Neptune<br /><br />Monday June 5, 4:30pm The Neptune<br /><br />Few celebrations of ethnic and cultural identity succeed as mightily as Carlos Saura's brilliant interpretation of Isaac Albeniz' masterpiece Iberia Suite. At the approach of its centennial, Saura drew together an unprecedented wealth of talent from the Spanish performing arts community to create this quintessential love song to their homeland. The twelve ""impressions"" of the suite are presented without narrative in stark surroundings, allowing the power of each performance to explode before Saura's camera. Creative use of large flats and mirrors, moved throughout the set, combined with screens, shadows, fire, rain and rear projection add glorious dramatic effects to the varied selections of song, dance and instrumental performance. Photographs of Albeniz reappear throughout the program, connecting the passion of the music to its great creator. Saura encompasses all Spaniards on his stage from the beautiful elegance of elderly flamenco dancers in traditional costume to children joyously dancing with their instructors.",positive,saturday june neptun monday june neptun celebr ethnic cultur ident succeed mightili carlo saura brilliant interpret isaac albeniz masterpiec iberia suit approach centenni saura drew togeth unpreced wealth talent spanish perform art commun creat quintessenti love song homeland twelv impress suit present without narr stark surround allow power perform explod saura camera creativ use larg flat mirror move throughout set combin screen shadow fire rain rear project add gloriou dramat effect vari select song danc instrument perform photograph albeniz reappear throughout program connect passion music great creator saura encompass spaniard stage beauti eleg elderli flamenco dancer tradit costum children joyous danc instructor
"As most people I am tired of the by the numbers clichéd movies that Hollywood makes. There seems to be no creativity in Hollywood. Companies only want to spend money on remakes are sequels that have an audience built in.<br /><br />This movie is a welcome change. It could be classified as romantic comedy for it's genre but don't let that turn you off this movie. This is a very original movie which is not like most things Hollywood produces.<br /><br />If you are reading this, you already know the basic plot so I will not bother going over that. The only movies that come to mind to compare this to are ""Interstate 60"" and ""Art of Travel"" which are little known gems that take a different path than most of the Hollywood garbage.<br /><br />This is well worth seeing if you are tired of watching more of the same.<br /><br />Dean",positive,peopl tire number clichd movi hollywood make seem creativ hollywood compani want spend money remak sequel audienc built welcom chang could classifi romant comedi genr dont let turn origin like thing hollywood produc read alreadi know basic plot bother go movi come mind compar interst art travel littl known gem take differ path hollywood garbag well worth see tire watch dean
"Many of the reviews and comments I have read about this movie say that this is a rather stale film and performance by Clara Bow. Although the story-line was rather typical of Clara's later silents, I still find it somewhat heart-stirring and incredibly fun. Clara plays a happy-go-lucky Hawaiian girl who will stop at nothing to win the man she loves...never mind that this man is married! Clara's lack of modesty was shocking in the day, but I believe it lends to the sweetness and general fun of the movie. Though definitely not a brilliant story-line (quite typical, actually), this movie is a nice showcase of Clara's ability to make the audience laugh.",positive,mani review comment read say rather stale perform clara bow although storylin rather typic clara later silent still find somewhat heartstir incred fun clara play happygolucki hawaiian girl stop noth win man lovesnev mind man marri clara lack modesti shock day believ lend sweet gener fun though definit brilliant storylin quit typic actual nice showcas clara abil make audienc laugh
"As the number of Video Nasties I've yet to see dwindles, this little pile of garbage popped up on my ""to rent"" list when I saw it was available.<br /><br />The premise involves a fashion model or something being kidnapped and taken into the jungle to be held for ransom by a motley crew of idiots. Some other goof gets hired to bring her back and is given a sack of money to use as a bargaining chip, though if he returns with the girl and all the money, he gets a significant cut. He's brought a helicopter and pilot with him and, wow, that pilot is one of the worst actors EVER! Granted, they are all totally terrible and the dubbing will make you cry blood. After stealing away into the jungle, we learn that nearby is a cannibal cult whose flesheating earthbound god wanders the woods like a human King Kong looking for tribeswomen to ravage and devour. Now, this fellow is just a naked guy with some of the worst makeup ever, ping-pong balls for eyes and that's pretty much it. His growls and groans are an everpresent feature on the soundtrack, and I found myself muting much of those scenes.<br /><br />Oh, did I forget to mention the almost constant nudity? This is probably the main reason this film was banned, though there is one specific scene, about one second long, where the god attacks a girl and pulls her guts out, but it's not a redeeming factor for gore fans. Also, Jess Franco goes beyond the usual T and A and shows lengthy close-ups of female genitals, and, sadly, male as well. So, if you want ""fair"" in terms of exploitation, you got it.<br /><br />I can't recommend this trash to anyone. It's not even the good bad movie. It's just atrociously padded trash that only a Video Nasty fan will probably view and even then, if you are making your way through the list, leave this for the very last. If you watch it first, you may get the notion that this is the norm for the list, which is certainly not true.",negative,number video nasti ive yet see dwindl littl pile garbag pop rent list saw avail premis involv fashion model someth kidnap taken jungl held ransom motley crew idiot goof get hire bring back given sack money use bargain chip though return girl money get signific cut he brought helicopt pilot wow pilot worst actor ever grant total terribl dub make cri blood steal away jungl learn nearbi cannib cult whose flesheat earthbound god wander wood like human king kong look tribeswomen ravag devour fellow nake guy worst makeup ever pingpong ball eye that pretti much growl groan everpres featur soundtrack found mute much scene forget mention almost constant nuditi probabl main reason ban though specif scene second long god attack girl pull gut redeem factor gore fan also jess franco goe beyond usual show lengthi closeup femal genit sadli male well want fair term exploit got cant recommend trash anyon even good bad atroci pad trash video nasti fan probabl view even make way list leav last watch first may notion norm list certainli true
"I rented this thinking it would be pretty good just by the cover of the movie case. Judge and Jury started out pretty good killer chasing the man who killed his wife on a bike with a cool gun, but this movie got progressively stupider as it went on. David Keith is awesome actor especially when he plays a role like this too bad the movie was a piece of crap it really wasted his talent. Judge and Jury was well plain dumb I gave it a 3 should have gave it a 2, I gave it an extra star just because David Keith's gun was cool.",negative,rent think pretti good cover case judg juri start pretti good killer chase man kill wife bike cool gun got progress stupid went david keith awesom actor especi play role like bad piec crap realli wast talent judg juri well plain dumb gave gave gave extra star david keith gun cool
"I found out about this film because Jewish Ben Chaplin from Game On was in it. Game On is a funny British sitcom and apparently he left because he wanted to break into Hollywood and star in this film. He failed thank God.<br /><br />The film is a very simple romantic comedy with Janeane Garofalo playing an ugly woman who uses her neighbour Uma Thurman to date Ben Chaplin because she thinks Ben Chaplin won't like her because she's ugly. The film is just bad for so many reasons. The plot is unbelievably predictable from the overtly slapstick bits to the serious mushy bits: ugh just that montage where all three of them are having fun and then the photograph bit. Those two scenes made me cringe! Janeane's character is sickeningly arrogant (and guessing from her role as stand-up ""comedienne"" and arch-feminist is in real life too). She claims that the film is ""anti-feminist"" when in fact it's just realistic. Men more often than not go for looks over personality. It's interesting to note her hypocrisy too. She'd been a feminist and ""comedienne"" for years before taking this role and then suddenly decides afterwards that the film was bad. I imagine she hated the idea and script of this film before it was released but she made sure she kept that quiet so she could get paid for this travesty of a film. I mean come on! She acted in it for Heaven's sake! What this film was really was anti-men if anything. It portrays men as stupid animals whose brains are in their groins with the men doing stupid things to attract the attention of Uma Thurman's character Noelle.<br /><br />There are other bad things about this film too like Ben Chaplin's character being the British man every American girl finds cute and Jamie Foxx being the token black best friend of Chaplin and of course Foxx had to try and mimic his accent a few times for good measure. Is that the best the script writers could come up with? Blimey they've never done that before except with every Hugh Grant and Dudley Moore film ever made. There's also a truly awful phone sex scene which is just grotesque and proves how cheap the film is. The other comments on here all say how Janeane Garofalo isn't ugly but is actually beautiful. Erm was I watching the same film as they were? She's certainly no looker and the only good thing about this film was that she was rightly cast as the ugly one. Although having said that, I fail to see the appeal of Uma Thurman as well: she's lanky and gaunt looking.<br /><br />I guarantee three things about this film if you've never watched it:<br /><br />You will know what the ending will be;<br /><br />You will find the phone sex scene painfully embarrassing and;<br /><br />You will be bored after ten minutes.<br /><br />Watch at your own peril.",negative,found jewish ben chaplin game game funni british sitcom appar left want break hollywood star fail thank god simpl romant comedi janean garofalo play ugli woman use neighbour uma thurman date ben chaplin think ben chaplin wont like she ugli bad mani reason plot unbeliev predict overtli slapstick bit seriou mushi bit ugh montag three fun photograph bit two scene made cring janean charact sickeningli arrog guess role standup comedienn archfeminist real life claim antifeminist fact realist men often look person interest note hypocrisi shed feminist comedienn year take role suddenli decid afterward bad imagin hate idea script releas made sure kept quiet could paid travesti mean come act heaven sake realli antimen anyth portray men stupid anim whose brain groin men stupid thing attract attent uma thurman charact noell bad thing like ben chaplin charact british man everi american girl find cute jami foxx token black best friend chaplin cours foxx tri mimic accent time good measur best script writer could come blimey theyv never done except everi hugh grant dudley moor ever made there also truli aw phone sex scene grotesqu prove cheap comment say janean garofalo isnt ugli actual beauti erm watch she certainli looker good thing rightli cast ugli although said fail see appeal uma thurman well she lanki gaunt look guarante three thing youv never watch know end find phone sex scene pain embarrass bore ten minut watch peril
This movie has everything typical horror movies lack. Although some things are far fetched we are dealing with quality snow man engineers. The only preview i can reveal is that i cant wait for Jackzilla. Dare i say oscar winner. This is a perfect date movie. I advise all men for a nice romantic surprise see this movie with that special person.,positive,everyth typic horror movi lack although thing far fetch deal qualiti snow man engin preview reveal cant wait jackzilla dare say oscar winner perfect date advis men nice romant surpris see special person
"Having just seen Walt Disney's The Skeleton Dance on the Saturday Morning Blog as linked from YouTube, I used those same sources to watch a remake done in Technicolor for the Columbia cartoon unit and animated by the same man-Ub Iwerks. The colors, compared to the earlier black and white, are really used imaginatively here and many of the new gags-like when one of the skeletal band players hits a wrong note constantly or when one loses his head and takes another one's off or when one dances with the other with part of that other gone-are just as funny as the previous short. It does get a little repetitious near the end. Still, Skeleton Frolics is well worth seeing for any animation buff who wants to compare this with the earlier Silly Symphony.",positive,seen walt disney skeleton danc saturday morn blog link youtub use sourc watch remak done technicolor columbia cartoon unit anim manub iwerk color compar earlier black white realli use imagin mani new gagslik skelet band player hit wrong note constantli lose head take anoth one danc part gonear funni previou short littl repetiti near end still skeleton frolic well worth see anim buff want compar earlier silli symphoni
"The cast of this film contain some of New Zealander's better actors, many of who I have seen in fabulous roles, this film however fills me with a deep shame just to be from the same country as them. The fake American accents are the first clue that things are about to go spectacularly wrong. As another review rather astutely noted the luxury cruise ship is in fact an old car ferry, decorated with a few of the multi colour flags stolen from a used car lot. Most of the cast appear to be from the (great) long running New Zealand soap Shortland Street. It's as if this movie was dreamt up at a Shortland Street cast Christmas party, the result of too many gins, and possibly a bit of salmonella. Imagine ""Under Siege"" meets ""The Love Boat"", staged by your local primary school and directed by an autistic and you get the idea.<br /><br />If you are an actor, I recommend you see this film, as a study on how to destroy your carer.",negative,cast contain new zealand better actor mani seen fabul role howev fill deep shame countri fake american accent first clue thing spectacularli wrong anoth review rather astut note luxuri cruis ship fact old car ferri decor multi colour flag stolen use car lot cast appear great long run new zealand soap shortland street dreamt shortland street cast christma parti result mani gin possibl bit salmonella imagin sieg meet love boat stage local primari school direct autist idea actor recommend see studi destroy carer
"Emily Watson and Tom Wilkinson together - what a treat! With Rupert Everett and Linda Bassett rounding off the supporting roles to the foursome of lies and intrigue. Yet at the heart of it all, each character maintains a streak of decency - moral conscience held up in spite of obvious contradictions. ""Contradictions are the source of all movement and of all life."" How true these words are. Watson's Anne Manning is at the core of this intrigue - she's the central conscience that the other three latched on. She is the decency undeterred. <br /><br />The circumstances of lies are to each its own: one to defend one's professional name; one to hold back due to family/partner pressure; one simply don't want to face the consequence; one ironically can't believe the truth and lies to save friendship. These are all precarious situations. There lies the intrigue - fascinating to watch how each tackles truth and lies. Contradictions, indeed. In spite of the seeming dishonor, decency and heart remain strong. <br /><br />The treatment of the subject involved and how each of the character behaves are masterfully delivered simple with clarity. It's not sensational or complex as another film ""Where the Truth Lies"" 2005. Credits due to Fellowes' writing and the nuanced performances of both Watson and Wilkinson. There is warmth somehow that comes through the seemingly boldface or frustratingly hidden lies. Beneath it all, human frailty not excluded, they meant well. And following along with the story, the turn of events provided satisfaction and smiles to how the two Manning's seem to have grown and matured in their relationship. <br /><br />You might say there's no obvious action drama or thrilling scenes in ""Separate Lies,"" yet the intrigue is there and it will hold your attention. The deserving production efforts include cinematography by Tony Pierce-Roberts (a veteran to the Merchant-Ivory films) and music by Stanislas Syrewicz, with mood and tone reminiscent of composer Zbignew Priesner (of filmmaker Krzysztof Kieslowski's Trois Couleurs, especially: Bleu 1993.) This is a British film you just might not want to miss. <br /><br />Emily Watson (Anne, the wife): Breaking the Waves 1996 debut; Hilary and Jackie 1998; The Luzhin Defence 2000; Gosford Park 2001; Punch-Drunk Love, Red Dragon, Equilibrium in 2002. <br /><br />Tom Wilkinson (James, the husband): The Full Monty 1997; The Governess, Rush Hour (as villain) in 1998; In the Bedroom 2001, Normal (HBO cable movie) 2003, Eternal Sunshine of the Spotless Mind 2004, recently as Father Moore in: The Exorcism of Emily Rose 2005 opposite Laura Linney. <br /><br />Rupert Everett (Bill): He is simply delightful in ""My Best Friend's Wedding"" 1997 opposite Julia Roberts and marvelous in ""An Ideal Husband"" 1999 d: Oliver Parker, an Oscar Wilde play. Recently as Sherlock Holmes with Ian Hart as Dr. Watson, in PBS Mystery: Sherlock Holmes and the Case of the Silk Stockings 2004 TV. <br /><br />Linda Bassett (Maggie): she was very effective as Ella Khan opposite Om Puri in ""East is East"" 1999.",positive,emili watson tom wilkinson togeth treat rupert everett linda bassett round support role foursom lie intrigu yet heart charact maintain streak decenc moral conscienc held spite obviou contradict contradict sourc movement life true word watson ann man core intrigu she central conscienc three latch decenc undet circumst lie defend one profession name hold back due familypartn pressur simpli dont want face consequ iron cant believ truth lie save friendship precari situat lie intrigu fascin watch tackl truth lie contradict inde spite seem dishonor decenc heart remain strong treatment subject involv charact behav master deliv simpl clariti sensat complex anoth truth lie credit due fellow write nuanc perform watson wilkinson warmth somehow come seemingli boldfac frustratingli hidden lie beneath human frailti exclud meant well follow along stori turn event provid satisfact smile two man seem grown matur relationship might say there obviou action drama thrill scene separ lie yet intrigu hold attent deserv product effort includ cinematographi toni piercerobert veteran merchantivori film music stanisla syrewicz mood tone reminisc compos zbignew priesner filmmak krzysztof kieslowski troi couleur especi bleu british might want miss emili watson ann wife break wave debut hilari jacki luzhin defenc gosford park punchdrunk love red dragon equilibrium tom wilkinson jame husband full monti gover rush hour villain bedroom normal hbo cabl etern sunshin spotless mind recent father moor exorc emili rose opposit laura linney rupert everett bill simpli delight best friend wed opposit julia robert marvel ideal husband oliv parker oscar wild play recent sherlock holm ian hart watson pb mysteri sherlock holm case silk stock linda bassett maggi effect ella khan opposit puri east east
"I am amazed with some of the reviews of this film. The only place that seems to tell the truth is RottenTomatoes.com. This film is awful. The plot is extremely lazy. It is not scary either. People out there who think that because it stars Sarah Michelle Geller it is somehow like The Grudge should forget about it. This film is more like Dark Water, except it is even more predictable and slow moving than it. I was extremely disappointed with this film. It didn't scare me nor interest me either. Let's face it , this type of plot has been flogged to death at this stage e.g. the dead trying to contact the living - Dragonfly, What Lies Beneath, Ghost Story, Dark Water, Darkness, The Changeling etc.etc. It seems to me that the only ones writing original horror films nowadays are the Japanese and the Koreans. The films that are coming out of Hollywood, like this, are cynical exercises in money making without a shred of respect for the viewer. They're just being churned out",negative,amaz review place seem tell truth rottentomatoescom aw plot extrem lazi scari either peopl think star sarah michel geller somehow like grudg forget like dark water except even predict slow move extrem disappoint didnt scare interest either let face type plot flog death stage dead tri contact live dragonfli lie beneath ghost stori dark water dark changel etcetc seem one write origin horror film nowaday japanes korean film come hollywood like cynic exercis money make without shred respect viewer theyr churn
"Angela (Sandra Bullock) is a computer expert but, being shy and somewhat of a recluse, she does all of her work from the confines of her condo. Just as she is about to take a vacation in Mexico, a co-worker sends her a computer disc with disturbing information on it. Angela agrees to meet with her fellow employee but he mysteriously dies in a plane crash. Angela heads to Mexico but takes the disc with her. While she is sunning on the beach, a terrific looking gentleman named Jack (Jeremy Northam) makes overtures to her. She falls for them and the two end up on a boat to Cozumel. However, Jack works for the folks who generated the secret information on the disc and he is out to get it. Even after Angela escapes from his clutches and lands back in the USA, Jack makes things difficult. He changes Angela's identity on every computer across the nation, making her lose her condo, her bank account, everything. Can Angela, a computer whiz, beat Jack at his own game? This very exciting movie has many assets. First, Bullock and Northam are two very beautiful, interesting actors and their presence adds immediate captivation. The script is very clever and sure in its knowledge of the capabilities of computers and their relevance in today's world. The costumes, sets, production, and direction of the movie are also quite wonderful. And, despite how it sounds, there is a great deal of exciting action as Angela goes on the run to defeat her enemy. If you love thrillers without unnecessary bloodshed or violence, this is a great choice. It delivers twists and turns with great frequency, making it possible for the viewer to ""net"" a very good evening of entertainment.",positive,angela sandra bullock comput expert shi somewhat reclus work confin condo take vacat mexico cowork send comput disc disturb inform angela agre meet fellow employe mysteri die plane crash angela head mexico take disc sun beach terrif look gentleman name jack jeremi northam make overtur fall two end boat cozumel howev jack work folk gener secret inform disc even angela escap clutch land back usa jack make thing difficult chang angela ident everi comput across nation make lose condo bank account everyth angela comput whiz beat jack game excit mani asset first bullock northam two beauti interest actor presenc add immedi captiv script clever sure knowledg capabl comput relev today world costum set product direct also quit wonder despit sound great deal excit action angela goe run defeat enemi love thriller without unnecessari bloodsh violenc great choic deliv twist turn great frequenc make possibl viewer net good even entertain
"I rented the DVD in a video store, as an alternative to reading the report. But it's pretty much just more terror-tainment.<br /><br />While the film may present some info from the report in the drama, you're taking the word of the producers - there's no reference to the commission report anywhere in the film. Not one.<br /><br />The acting, all around, is pretty bad - pretty much all of the stereotypes of 'hot shot' bitchy foul mouthed government agents, each thinking they know more than everyone else. There may be some truth to it, but it really has a bad Hollywood stereotype smell to it.<br /><br />IMDb's user community ratings & comments tend to be more right than wrong, and I have started to glance at the ratings before renting whenever I can.<br /><br />I wish I had on this one.",negative,rent dvd video store altern read report pretti much terrortain may present info report drama your take word produc there refer commiss report anywher act around pretti bad pretti much stereotyp hot shot bitchi foul mouth govern agent think know everyon els may truth realli bad hollywood stereotyp smell imdb user commun rate comment tend right wrong start glanc rate rent whenev wish
"Look, this is a low budget horror film that suffers from all of the problems that go with low budget movies. But you must see this just to watch Lisa Erickson as Julie. She is SMOKIN' hot and a great little actress to boot! These types of horror movies often unearth a rare gem and The Power gave us Lisa Erickson! Nothing I enjoy more than sitting down in my studio apartment with a Coke and putting in this film. My friends Bob, Bill and Dennis agree.. Lisa is not only brilliant, she is a hottie. The movie itself often plods along and the rest of the actors are not very helpful in that regard. But as soon as Lisa hits the screen, things really start hopping. The others are clearly not in her league. This is not the Exorcist but as I said, if you want to see a fun little movie with a hot little actress, this is the one to see!",positive,look low budget horror suffer problem low budget movi must see watch lisa erickson juli smokin hot great littl actress boot type horror movi often unearth rare gem power gave lisa erickson noth enjoy sit studio apart coke put friend bob bill denni agre lisa brilliant hotti often plod along rest actor help regard soon lisa hit screen thing realli start hop other clearli leagu exorcist said want see fun littl hot littl actress see
